Date,Symbol,Open,High,Low,Close,Volume
01-04-2025,TCS,4805.81,4844.54,4721.5,4822.17,9587176
02-04-2025,TCS,4745.84,4764.52,4657.05,4724.42,3450328
03-04-2025,TCS,4804.33,4868.98,4740.07,4819.68,7162849
04-04-2025,TCS,4784.89,4797.89,4690.81,4723.05,7452384
05-04-2025,TCS,4639.27,4728.89,4612.96,4685.28,9685042
06-04-2025,TCS,4649.35,4670.68,4604.38,4623.32,8523536
07-04-2025,TCS,4608.23,4644.53,4517.12,4547.89,7594673
08-04-2025,TCS,4594.38,4624.96,4513.52,4568.99,3137041
09-04-2025,TCS,4524.86,4595.93,4499.67,4580.13,5764728
10-04-2025,TCS,4638.53,4692.7,4633.98,4692.1,5563120
11-04-2025,TCS,4746.08,4828.5,4685.82,4798.68,4724823
12-04-2025,TCS,4797.26,4854.71,4755.36,4828.39,3860358
13-04-2025,TCS,4770.47,4839.57,4759.23,4828.57,7283129
14-04-2025,TCS,4833.47,4873.62,4776.28,4816.91,9301553
15-04-2025,TCS,4895.76,4960.53,4888.15,4951.79,5827601
16-04-2025,TCS,4977.4,5011.02,4930.26,4935.34,4024395
17-04-2025,TCS,4991.72,5019.16,4938.14,4940.37,2611151
18-04-2025,TCS,4909.35,4931.81,4835.44,4850.57,1765776
19-04-2025,TCS,4779.27,4805.34,4749.76,4784.8,7038482
20-04-2025,TCS,4800.38,4870.91,4763.37,4818.88,5702783
21-04-2025,TCS,4776.44,4853.27,4713.81,4824.01,6378422
22-04-2025,TCS,4909.09,5003.91,4892.14,4918.87,9516743
23-04-2025,TCS,4852.09,4938.63,4787.47,4801.66,7702712
24-04-2025,TCS,4816.62,4872.19,4749.88,4833.29,2175538
25-04-2025,TCS,4767.3,4854.75,4707.16,4802.02,8929810
26-04-2025,TCS,4767.99,4818.24,4752.96,4761.09,7070320
27-04-2025,TCS,4799.26,4829.34,4780.89,4805.31,6179541
28-04-2025,TCS,4861.71,4946.43,4838.49,4901.78,2037449
29-04-2025,TCS,4848.76,4874.7,4786.88,4849.79,2221593
30-04-2025,TCS,4909.75,4978.67,4885.5,4971.16,1597654
01-05-2025,TCS,4916.92,4990.28,4887.78,4969.08,5120685
02-05-2025,TCS,4957.9,5042.74,4936.82,4948.32,5890277
03-05-2025,TCS,5029.87,5039.26,4955.94,4972.88,3700421
04-05-2025,TCS,5055.07,5152.77,5016.57,5096.93,5595203
05-05-2025,TCS,5000.97,5044.21,4992.5,5028.05,5527966
06-05-2025,TCS,5114.13,5186.84,5113.74,5161.15,1521725
07-05-2025,TCS,5123.12,5186.24,5087.03,5140.76,1581986
08-05-2025,TCS,5049.22,5075.23,4984.03,5000.52,1224871
09-05-2025,TCS,5056.65,5058.02,5028.58,5031.96,2242446
10-05-2025,TCS,4955.49,5048.76,4893.9,5012.28,1818943
11-05-2025,TCS,4975.16,5068.76,4931.56,4964.99,3626177
12-05-2025,TCS,5049.87,5054.14,5022.45,5025.3,5861203
13-05-2025,TCS,5090.73,5138.86,5025.7,5116.17,6081188
14-05-2025,TCS,5158.18,5182.9,5070.03,5101.84,8212818
15-05-2025,TCS,5163.14,5227.8,5134.16,5184.02,2974181
16-05-2025,TCS,5082.71,5157.6,5077.47,5086.66,3572574
17-05-2025,TCS,5162.92,5213.42,5079.59,5163.05,6002376
18-05-2025,TCS,5154.87,5163.22,5111.8,5159.11,5121633
19-05-2025,TCS,5163.97,5250.11,5156.64,5163.09,7107651
20-05-2025,TCS,5209.73,5249.93,5182.93,5204.13,2130848
21-05-2025,TCS,5225.82,5295.8,5216.81,5242.76,8028422
22-05-2025,TCS,5195.76,5211.49,5111.96,5176.19,5753342
23-05-2025,TCS,5269.22,5329.57,5209.47,5323.95,3115777
24-05-2025,TCS,5308.2,5330.9,5272.12,5280.31,1006117
25-05-2025,TCS,5276.58,5300.77,5210.23,5259.98,8583666
26-05-2025,TCS,5251.46,5333.02,5206.16,5298.53,9305970
27-05-2025,TCS,5383.93,5460.95,5375.02,5384.41,1525742
28-05-2025,TCS,5463.26,5508.35,5403.96,5426.85,1265801
29-05-2025,TCS,5532.86,5611.83,5430.92,5596.56,2365641
30-05-2025,TCS,5588.68,5672.09,5548.75,5615.07,8157691
31-05-2025,TCS,5566.64,5661.94,5462.23,5507.81,3463809
01-06-2025,TCS,5470.34,5500.28,5398.52,5435.67,9723377
02-06-2025,TCS,5373.16,5396.19,5325.63,5326.47,7308240
03-06-2025,TCS,5351.86,5397.18,5299.92,5347.6,4029849
04-06-2025,TCS,5409.75,5411.38,5320.38,5397.85,6093558
05-06-2025,TCS,5498.63,5571.8,5471.77,5531.08,8060270
06-06-2025,TCS,5443.31,5477.45,5436.26,5442.37,4760957
07-06-2025,TCS,5475.73,5550.87,5390.48,5467.86,6669596
08-06-2025,TCS,5555.65,5625.43,5465.03,5605.29,2474874
09-06-2025,TCS,5569.26,5673.83,5548.59,5657.71,4279447
10-06-2025,TCS,5613.75,5681.81,5526.41,5623.26,5216856
11-06-2025,TCS,5527.58,5567.44,5432.11,5563.03,6956578
12-06-2025,TCS,5527.65,5619.25,5462.98,5534.71,4710537
13-06-2025,TCS,5521.68,5626.76,5430.82,5528.1,2776299
14-06-2025,TCS,5478.56,5515.15,5447.38,5504.09,8762646
15-06-2025,TCS,5543.02,5622.99,5457.88,5548.82,4050258
16-06-2025,TCS,5630.56,5654.43,5587.9,5609.34,5457194
17-06-2025,TCS,5532.78,5628.46,5441.79,5452.88,7125275
18-06-2025,TCS,5409.46,5432.81,5354.79,5370.47,8098003
19-06-2025,TCS,5275.98,5310.87,5205.09,5229.2,2449516
20-06-2025,TCS,5192.01,5264.08,5163.28,5183.68,1000778
21-06-2025,TCS,5273.21,5334.3,5260.7,5332.05,9452323
22-06-2025,TCS,5298.05,5381.17,5231.47,5339.04,3311648
23-06-2025,TCS,5339.47,5354.45,5325.73,5329.74,9648839
24-06-2025,TCS,5427.85,5533.91,5387.4,5457.95,9049668
25-06-2025,TCS,5480.27,5547.13,5446.66,5482.89,9426242
26-06-2025,TCS,5551.5,5574.25,5462.34,5514.89,5992094
27-06-2025,TCS,5453.85,5501.54,5392.18,5460.15,5587178
28-06-2025,TCS,5429.01,5509.11,5381.17,5506.53,3541196
29-06-2025,TCS,5397.76,5404.44,5304.31,5378.31,7150805
30-06-2025,TCS,5290.16,5392.75,5262.34,5304.66,8916668
01-07-2025,TCS,5333.7,5400.73,5263.99,5397.45,4147697
02-07-2025,TCS,5371.83,5396.01,5329.55,5332.01,4380045
03-07-2025,TCS,5392.77,5498.17,5294.15,5320.18,9168489
04-07-2025,TCS,5364.38,5429.3,5272.73,5422.51,8445152
05-07-2025,TCS,5446.98,5548.92,5411.28,5540.59,7543297
06-07-2025,TCS,5591.65,5646.81,5486.77,5612.64,2098625
07-07-2025,TCS,5637.4,5667,5549.1,5636,9565110
08-07-2025,TCS,5644.23,5737.41,5631.01,5715.46,7242521
09-07-2025,TCS,5727.86,5734.39,5724.23,5729.6,2741511
10-07-2025,TCS,5799.37,5829.02,5726.88,5752.62,6058512
11-07-2025,TCS,5833.31,5858.41,5818.14,5821.18,6352486
12-07-2025,TCS,5808.61,5824.19,5699.73,5763.59,8947360
13-07-2025,TCS,5871.85,5969.48,5762.12,5821.56,9389842
14-07-2025,TCS,5852.8,5857.3,5816.22,5826.53,4963952
15-07-2025,TCS,5847.39,5943.48,5778.85,5802.77,2294218
16-07-2025,TCS,5891.03,5913.85,5782.72,5881.76,8695786
17-07-2025,TCS,5987.26,5991.54,5918.16,5975.74,5301327
18-07-2025,TCS,5994.8,6098.6,5981.04,6065.44,4600961
19-07-2025,TCS,5991.37,5998.43,5882.69,5898.09,1732952
20-07-2025,TCS,5783.85,5856.77,5732.46,5756.82,4303027
21-07-2025,TCS,5646.8,5753.25,5604.99,5712.25,7349031
22-07-2025,TCS,5632.63,5647.09,5548.48,5572.06,9365807
23-07-2025,TCS,5642.61,5734.6,5636.35,5706.7,6734848
24-07-2025,TCS,5601.61,5622.6,5598.69,5601.05,7127819
25-07-2025,TCS,5698.72,5711.12,5669.92,5683.35,3445740
26-07-2025,TCS,5724.67,5737.15,5688.54,5707.54,5541824
27-07-2025,TCS,5708.27,5760.18,5666.44,5747.21,6955169
28-07-2025,TCS,5818.02,5920.66,5779.13,5899.99,2661288
29-07-2025,TCS,5960.07,5964.13,5908.21,5917.33,6841411
30-07-2025,TCS,6029.67,6146.66,5971.98,5994.51,5385019
31-07-2025,TCS,6021.16,6108.63,5953.49,6108.06,5697605
01-08-2025,TCS,6187.76,6208.72,6101.74,6142,8380122
02-08-2025,TCS,6129.78,6180.46,6088.31,6135.79,2626723
03-08-2025,TCS,6176.11,6211.65,6146.66,6181.91,1419749
04-08-2025,TCS,6156.46,6241.88,6083.17,6206.17,5113534
05-08-2025,TCS,6259.2,6268.63,6189.24,6233.35,2297109
06-08-2025,TCS,6337.43,6393.82,6263.91,6336.87,7895570
07-08-2025,TCS,6256.56,6274.55,6184.86,6239.43,8485300
08-08-2025,TCS,6134.89,6223.67,6129.75,6136.64,1922421
09-08-2025,TCS,6048.46,6093.7,5947.64,6090.32,5202136
10-08-2025,TCS,6191.37,6222.44,6167.32,6207.46,3080852
11-08-2025,TCS,6285.27,6390.32,6200.92,6337.88,7434690
12-08-2025,TCS,6408.67,6513.6,6322.74,6426.97,2530827
13-08-2025,TCS,6502.77,6616.01,6439.36,6493.13,9716338
14-08-2025,TCS,6608.92,6705.85,6581.36,6666.05,9303519
15-08-2025,TCS,6559.88,6621.43,6509.67,6590.19,8596574
16-08-2025,TCS,6584.11,6603.55,6505.69,6575.11,5380933
17-08-2025,TCS,6664.96,6739.48,6599.7,6710.17,2468127
18-08-2025,TCS,6754.1,6779.15,6658.17,6667.02,6666590
19-08-2025,TCS,6797.56,6932.51,6735.04,6897.95,3752236
20-08-2025,TCS,6989.44,7033.38,6978.89,7013.94,6252552
21-08-2025,TCS,7149.12,7222.91,7126.1,7204.28,1278640
22-08-2025,TCS,7151.36,7201.43,7121.44,7125.25,6267415
23-08-2025,TCS,7096.84,7157.71,6970.13,7020.05,7968580
24-08-2025,TCS,6929.95,6971.95,6895.16,6957.95,8303679
25-08-2025,TCS,7006.97,7097.33,6952.39,6956.92,2880254
26-08-2025,TCS,6881.22,6954.69,6872.94,6910.94,2411538
27-08-2025,TCS,6954.13,6986.08,6927.3,6964.87,3052355
28-08-2025,TCS,6996.87,7046.57,6934.91,6968.43,9626105
29-08-2025,TCS,7006.24,7140.43,6936,7098.52,8403945
30-08-2025,TCS,7147.98,7162.5,7125.43,7156.75,1918007
31-08-2025,TCS,7292.73,7427.5,7200.62,7415.37,8028254
01-09-2025,TCS,7479.77,7552.75,7466,7481.34,7674762
02-09-2025,TCS,7597.99,7749.41,7582.8,7648.19,7823482
03-09-2025,TCS,7745.17,7898.64,7593.85,7823.02,1869227
04-09-2025,TCS,7770.7,7826.76,7638.47,7716.2,9474218
05-09-2025,TCS,7861.2,7953.83,7762.57,7841.17,9974820
06-09-2025,TCS,7744.14,7852.62,7718.57,7808.38,7494820
07-09-2025,TCS,7670.02,7737.44,7517.94,7518.95,9417361
08-09-2025,TCS,7424.34,7476.44,7293.4,7334.52,1514347
09-09-2025,TCS,7194.97,7204.09,7140.51,7160.97,7058282
10-09-2025,TCS,7213.26,7230.89,7168.76,7216.35,6682204
11-09-2025,TCS,7287.54,7338.1,7191.86,7306.06,9249136
12-09-2025,TCS,7219.53,7352.88,7211.45,7285.15,7996437
13-09-2025,TCS,7249.23,7373.78,7243.54,7244.46,3298983
14-09-2025,TCS,7268.84,7341.59,7253.48,7296.5,7050040
15-09-2025,TCS,7333.66,7351.68,7318.03,7326.93,1303090
16-09-2025,TCS,7242.75,7358.84,7111.27,7255.54,1190675
17-09-2025,TCS,7139.56,7239.06,7064.41,7160.27,9359588
18-09-2025,TCS,7234.25,7315.95,7115.31,7118.29,3651303
19-09-2025,TCS,7207.88,7344.75,7074.13,7276.12,3910099
20-09-2025,TCS,7414.92,7457.33,7389.52,7440.08,6937329
21-09-2025,TCS,7393.68,7452.89,7288.26,7385.71,5533502
22-09-2025,TCS,7437.45,7455.93,7318.17,7354.58,8984342
23-09-2025,TCS,7237.1,7279.42,7194.14,7221.02,6307566
24-09-2025,TCS,7355.88,7445.24,7297.77,7393.62,2407546
25-09-2025,TCS,7427.02,7451.9,7381.83,7432.95,6644487
26-09-2025,TCS,7387.41,7476.08,7379.49,7412.34,3232568
27-09-2025,TCS,7287.18,7380.57,7162.52,7346.52,9661376
28-09-2025,TCS,7260.8,7329.05,7195.29,7304.23,2320619
29-09-2025,TCS,7258.93,7291.68,7218.03,7271.87,7546991
30-09-2025,TCS,7252.75,7347.95,7218.57,7242.86,8864446
01-10-2025,TCS,7196.95,7339.62,7075.22,7176.91,4957196
02-10-2025,TCS,7244.85,7359.46,7188.46,7234.8,1022240
03-10-2025,TCS,7314.16,7373.11,7283.07,7322.63,2918458
04-10-2025,TCS,7364.96,7482.96,7282.1,7356.47,3976362
05-10-2025,TCS,7266.42,7315.06,7249.4,7296.92,1096963
06-10-2025,TCS,7406.75,7408.58,7333.84,7382.42,8982721
07-10-2025,TCS,7428.97,7447.57,7414.18,7440.19,1466530
08-10-2025,TCS,7405.09,7472.93,7274.84,7296.51,7185402
09-10-2025,TCS,7164.94,7221.78,7030.3,7178.7,4977055
10-10-2025,TCS,7318.84,7417.27,7295.37,7334.8,9464357
11-10-2025,TCS,7443.89,7487.7,7310.93,7343.09,6455298
12-10-2025,TCS,7365.37,7461.29,7351.26,7401.26,3506013
13-10-2025,TCS,7478.88,7598.49,7462.83,7574.83,7066197
14-10-2025,TCS,7499.22,7615.9,7386.89,7573.55,8736802
15-10-2025,TCS,7574,7666.12,7455.64,7549.29,8031269
16-10-2025,TCS,7629.71,7651.05,7599.9,7605.08,5039141
17-10-2025,TCS,7456.4,7577.33,7396.47,7515.98,7150146
18-10-2025,TCS,7546.56,7594.38,7466.74,7569.47,5659866
19-10-2025,TCS,7505.01,7525.28,7402.8,7413.82,6190136
20-10-2025,TCS,7299.78,7317.88,7255.26,7310.32,2978269
21-10-2025,TCS,7229.03,7309.21,7104.02,7224.48,6570992
22-10-2025,TCS,7175.31,7243.64,7121.61,7171.82,6049808
10-06-2024,HDFC,1580.06,1599.64,1567.07,1587.88,8628578
11-06-2024,HDFC,1598.76,1611.82,1573.57,1589.73,9808153
12-06-2024,HDFC,1560.58,1566.51,1555.28,1564.51,5479154
13-06-2024,HDFC,1541.34,1541.38,1513.93,1540.68,6780841
14-06-2024,HDFC,1544.75,1559.1,1539.47,1543.63,2260283
15-06-2024,HDFC,1573.98,1585.8,1555.61,1565.73,7066871
16-06-2024,HDFC,1572.17,1596.06,1551.61,1552.16,5871267
17-06-2024,HDFC,1574.74,1587.97,1559.01,1572.95,4304455
18-06-2024,HDFC,1555.25,1563.63,1545.38,1563.53,6823206
19-06-2024,HDFC,1578.3,1604.08,1554.34,1576.06,5650119
20-06-2024,HDFC,1591.96,1613.81,1571.75,1577.39,2683050
21-06-2024,HDFC,1600.43,1617.86,1576.27,1603.8,3833207
22-06-2024,HDFC,1595.77,1610.29,1572.1,1583.47,3673987
23-06-2024,HDFC,1583.07,1613.55,1564.1,1610.15,2342802
24-06-2024,HDFC,1628.08,1658.05,1624.82,1637.96,9714863
25-06-2024,HDFC,1664.39,1680.77,1663.66,1666.54,4279563
26-06-2024,HDFC,1647.11,1657.96,1629.37,1636.12,4682371
27-06-2024,HDFC,1662.32,1686.48,1635.49,1667.83,9209108
28-06-2024,HDFC,1690.66,1710.43,1671.86,1686.18,8844774
29-06-2024,HDFC,1674.29,1696.26,1667.78,1684.45,8742787
30-06-2024,HDFC,1675.33,1683.22,1653.68,1664.7,6019751
01-07-2024,HDFC,1634.42,1665.51,1625.15,1656.44,4984094
02-07-2024,HDFC,1627.84,1646.58,1606.01,1607.19,9842559
03-07-2024,HDFC,1621.67,1646.5,1591.77,1619.25,4689391
04-07-2024,HDFC,1599.57,1603.84,1569.78,1589.76,6230534
05-07-2024,HDFC,1578.94,1604.54,1556.95,1589.65,9217458
06-07-2024,HDFC,1580.96,1582.2,1579.4,1580.62,9753986
07-07-2024,HDFC,1560.71,1566.9,1532.43,1540.01,4589424
08-07-2024,HDFC,1523.64,1524.39,1498.47,1509.47,3207061
09-07-2024,HDFC,1505.49,1510.72,1480.75,1490.13,5122617
10-07-2024,HDFC,1465.85,1471.5,1447.47,1468.9,2019153
11-07-2024,HDFC,1496.17,1508.56,1478.29,1482.99,6600491
12-07-2024,HDFC,1503.33,1510.64,1497.66,1497.76,3718563
13-07-2024,HDFC,1499.06,1501.96,1469.52,1485.17,3461050
14-07-2024,HDFC,1506.98,1517.72,1484.83,1507.22,6230040
15-07-2024,HDFC,1506.25,1536.02,1498.61,1521.96,9957309
16-07-2024,HDFC,1508.21,1537.7,1503.98,1527.04,8415622
17-07-2024,HDFC,1545.63,1552.77,1536.61,1551.31,3639690
18-07-2024,HDFC,1563.03,1575.97,1533.3,1553.71,7387359
19-07-2024,HDFC,1529.23,1544.8,1526.56,1539.48,3208273
20-07-2024,HDFC,1517.84,1545.52,1505.57,1516.28,9945439
21-07-2024,HDFC,1489.14,1501.88,1488.07,1493.39,1064677
22-07-2024,HDFC,1519.12,1540.24,1516.56,1534.86,3443656
23-07-2024,HDFC,1518.07,1529.97,1502.25,1506.98,5793777
24-07-2024,HDFC,1488.36,1500.7,1465.79,1474.1,1727875
25-07-2024,HDFC,1467.88,1489.56,1453.71,1459.52,1786049
26-07-2024,HDFC,1466.84,1477.18,1449.91,1461.37,3773000
27-07-2024,HDFC,1438.46,1453.56,1415.31,1448.73,6817752
28-07-2024,HDFC,1476.79,1502.69,1455.81,1483.82,5073197
29-07-2024,HDFC,1504.59,1520.72,1486.88,1520.05,1599317
30-07-2024,HDFC,1501.3,1508.87,1478.59,1482.98,2501607
31-07-2024,HDFC,1458.74,1486.14,1434.27,1452.36,7609811
01-08-2024,HDFC,1472.28,1474.52,1463.75,1466.97,4267914
02-08-2024,HDFC,1446.17,1458.42,1441.2,1450.28,6136460
03-08-2024,HDFC,1443.34,1457.26,1430.58,1443.14,3713435
04-08-2024,HDFC,1461.36,1479.99,1444.79,1464.2,9572450
05-08-2024,HDFC,1456.71,1464.5,1434.92,1451.2,6406737
06-08-2024,HDFC,1449.37,1452.58,1426.52,1438.47,2582792
07-08-2024,HDFC,1462.61,1481.9,1453.27,1479.06,8542819
08-08-2024,HDFC,1460.9,1467.86,1453.91,1464.94,8959178
09-08-2024,HDFC,1481.41,1496.27,1458.42,1476.83,5970292
10-08-2024,HDFC,1471.61,1493.8,1445.26,1480.38,9262146
11-08-2024,HDFC,1494.34,1503.97,1475.09,1479.96,3520357
12-08-2024,HDFC,1505.97,1529.63,1500.18,1500.25,5253381
13-08-2024,HDFC,1478.82,1479.71,1450.99,1465.44,1919657
14-08-2024,HDFC,1460.98,1481.53,1449.22,1474.87,1907678
15-08-2024,HDFC,1458.34,1463.74,1434.44,1436.26,8247713
16-08-2024,HDFC,1436.73,1456.39,1411.39,1418.41,8885781
17-08-2024,HDFC,1401.92,1404.39,1377.24,1390.77,2032802
18-08-2024,HDFC,1386.76,1396.37,1366.52,1385.13,6510865
19-08-2024,HDFC,1400.68,1424.25,1392,1410.06,4028721
20-08-2024,HDFC,1412.59,1429.6,1409.53,1411.98,9764315
21-08-2024,HDFC,1409.44,1435.07,1393.82,1401.55,7394825
22-08-2024,HDFC,1429.11,1448.38,1414.99,1445.02,7829706
23-08-2024,HDFC,1449.24,1449.8,1429.47,1445.36,1423692
24-08-2024,HDFC,1437.12,1449.28,1424.26,1444.74,1599515
25-08-2024,HDFC,1439.5,1456.1,1428.01,1428.44,9692219
26-08-2024,HDFC,1408.26,1426.41,1407.77,1411.64,1832711
27-08-2024,HDFC,1415.16,1429.2,1409.88,1410.48,2622348
28-08-2024,HDFC,1438.6,1453.22,1425.57,1428.01,6819540
29-08-2024,HDFC,1447.37,1465.57,1438.39,1449.03,5908496
30-08-2024,HDFC,1453.62,1477.96,1444.95,1466.89,4211538
31-08-2024,HDFC,1459.25,1469.66,1445.73,1462.25,3110785
01-09-2024,HDFC,1485.46,1501.47,1462.48,1492.99,7175479
02-09-2024,HDFC,1493.48,1519.47,1487.5,1514.35,9838650
03-09-2024,HDFC,1519.66,1524.7,1497.94,1503.93,2032243
04-09-2024,HDFC,1528.77,1545.33,1508.94,1528.28,3627147
05-09-2024,HDFC,1543.81,1543.81,1525.25,1531.58,4396968
06-09-2024,HDFC,1517.63,1539.04,1516.17,1522.48,4404104
07-09-2024,HDFC,1519.8,1549.64,1506.63,1546.47,5658197
08-09-2024,HDFC,1517.58,1546.64,1501.72,1543.43,2061131
09-09-2024,HDFC,1533.04,1534.76,1509.7,1514.64,7993770
10-09-2024,HDFC,1497.49,1515.85,1480.51,1486.82,9358204
11-09-2024,HDFC,1476.58,1484.15,1470.48,1472.14,1978559
12-09-2024,HDFC,1466.87,1479.45,1457.22,1469.45,8088803
13-09-2024,HDFC,1493.43,1501.08,1491.85,1494.22,7719083
14-09-2024,HDFC,1489.91,1490.36,1483.85,1484.84,1117741
15-09-2024,HDFC,1482.5,1492.83,1473.43,1480.98,5889908
16-09-2024,HDFC,1456.99,1457.99,1453.9,1457.85,3012416
17-09-2024,HDFC,1462.89,1482.87,1449.6,1467.8,4971689
18-09-2024,HDFC,1472.28,1480.29,1443.47,1460.64,7615589
19-09-2024,HDFC,1474.22,1503.04,1465.81,1501.42,2656827
20-09-2024,HDFC,1476.07,1477.27,1462.53,1474.56,9078759
21-09-2024,HDFC,1451.59,1463.17,1443.27,1446.33,7642603
22-09-2024,HDFC,1464.33,1491.63,1443.46,1464.09,1274352
23-09-2024,HDFC,1472.06,1481.97,1460.75,1468.53,2364363
24-09-2024,HDFC,1495.5,1496.32,1474.93,1492.01,6061278
25-09-2024,HDFC,1475.71,1489.85,1467.99,1477.04,3713770
26-09-2024,HDFC,1460.11,1480.56,1434.78,1450.53,3822908
27-09-2024,HDFC,1471.4,1496.51,1461.57,1472.25,4378319
28-09-2024,HDFC,1448.81,1475.73,1444.47,1458.19,5815031
29-09-2024,HDFC,1472.06,1474.14,1451.19,1453.67,5282682
30-09-2024,HDFC,1476.96,1504.81,1466.59,1489.16,6625488
01-10-2024,HDFC,1472.71,1492.74,1456.28,1458.68,7735006
02-10-2024,HDFC,1482.4,1493.5,1480.03,1481.66,5615797
03-10-2024,HDFC,1466.76,1481.68,1456.22,1471.05,6510592
04-10-2024,HDFC,1457.56,1483.5,1449.53,1457.81,4405499
05-10-2024,HDFC,1429.12,1442.68,1404.77,1441.54,5518451
06-10-2024,HDFC,1424.11,1440.37,1409.13,1438.5,6698507
07-10-2024,HDFC,1466.95,1491.86,1462.93,1472.91,8280817
08-10-2024,HDFC,1443.72,1455.1,1428.18,1441.59,6573381
09-10-2024,HDFC,1442.43,1445.73,1421.99,1441.29,8565281
10-10-2024,HDFC,1468.8,1492.87,1450.98,1478.94,2521452
11-10-2024,HDFC,1492.15,1521.46,1485.06,1488.2,9455933
12-10-2024,HDFC,1476.59,1503.68,1454.32,1490.08,7390448
13-10-2024,HDFC,1486.92,1507.49,1475.23,1499.75,4958228
14-10-2024,HDFC,1473.59,1501.14,1466.33,1476.28,7781917
15-10-2024,HDFC,1500.93,1528.38,1472.32,1514.9,3384733
16-10-2024,HDFC,1501.21,1528.63,1487.75,1523.39,9649177
17-10-2024,HDFC,1545.54,1551.53,1529.88,1545.3,4879684
18-10-2024,HDFC,1549.32,1558.4,1530.1,1537.23,4848843
19-10-2024,HDFC,1554.34,1578.51,1523.97,1548.54,4443949
20-10-2024,HDFC,1559.73,1583.82,1549.95,1551.29,8592896
21-10-2024,HDFC,1564.01,1571.11,1556.82,1560.26,6146710
22-10-2024,HDFC,1587.33,1593.7,1561.14,1569.55,3207935
23-10-2024,HDFC,1581.34,1588.92,1571.92,1579.63,4818489
24-10-2024,HDFC,1584.7,1607.93,1583.69,1593.54,6429899
25-10-2024,HDFC,1567.61,1576.55,1563.69,1566.85,4293729
26-10-2024,HDFC,1573.12,1600.24,1556.06,1563.05,2223449
27-10-2024,HDFC,1578.83,1610.2,1578.14,1586.93,3158593
28-10-2024,HDFC,1602.08,1615.1,1594.5,1609.98,6017622
29-10-2024,HDFC,1614.45,1634.54,1582.64,1597.77,4501620
30-10-2024,HDFC,1566.17,1590.85,1561.2,1583.39,5026646
31-10-2024,HDFC,1611.58,1639.27,1589.54,1630.04,4435553
01-11-2024,HDFC,1619.17,1643.46,1607.89,1612.59,4612863
02-11-2024,HDFC,1591.88,1617.1,1562.24,1562.93,7973468
03-11-2024,HDFC,1575.13,1596.28,1574.82,1584.69,2970775
04-11-2024,HDFC,1603.23,1634,1601.47,1621.48,7645016
05-11-2024,HDFC,1617.29,1644.84,1589.33,1595.18,5329869
06-11-2024,HDFC,1569.71,1575.14,1539.33,1545.13,5307415
07-11-2024,HDFC,1542.94,1566.34,1521.3,1561.4,8999144
08-11-2024,HDFC,1546.63,1560.68,1535.18,1557.89,2217241
09-11-2024,HDFC,1550.72,1565.3,1538.62,1562.54,1265685
10-11-2024,HDFC,1546.66,1555.42,1542.07,1547.49,7383945
11-11-2024,HDFC,1576.59,1603.39,1570.07,1598.34,6699816
12-11-2024,HDFC,1569.83,1578.16,1568.74,1573.38,9577671
13-11-2024,HDFC,1543.56,1557.76,1517.6,1546.2,2730811
14-11-2024,HDFC,1536.88,1565.91,1524.09,1553.7,3541228
15-11-2024,HDFC,1541.43,1544.51,1513.87,1541.06,9166742
16-11-2024,HDFC,1521.25,1548.82,1503.12,1547.41,8713229
17-11-2024,HDFC,1564.99,1576.91,1551.54,1567.22,7708689
18-11-2024,HDFC,1548.04,1565.81,1533.22,1553.4,6021678
19-11-2024,HDFC,1539.47,1548.93,1521.03,1536.52,2946296
20-11-2024,HDFC,1558.9,1569.07,1548.67,1551.91,8238061
21-11-2024,HDFC,1525.45,1538.59,1507.72,1520.65,7129260
22-11-2024,HDFC,1535.22,1539.81,1505.89,1533.1,6793188
23-11-2024,HDFC,1542.2,1553.94,1530.89,1544.53,4049052
24-11-2024,HDFC,1539.11,1550.15,1529.1,1529.66,9831403
25-11-2024,HDFC,1513.81,1532.59,1488.75,1499.77,8858407
26-11-2024,HDFC,1476.25,1479.17,1472.14,1478.11,7287565
27-11-2024,HDFC,1490.42,1513.19,1474.7,1491,7703651
28-11-2024,HDFC,1501.29,1527.93,1483.5,1519.16,3068951
29-11-2024,HDFC,1541.13,1554.98,1537.88,1540.23,1774048
30-11-2024,HDFC,1514.89,1540.47,1484.81,1508.39,1946902
01-12-2024,HDFC,1506.18,1511.37,1494.63,1496.68,7165575
02-12-2024,HDFC,1515.9,1537.93,1496.02,1513.27,5398702
03-12-2024,HDFC,1517.45,1538.48,1498.32,1509.46,6461479
04-12-2024,HDFC,1515.69,1530.64,1486.91,1499.51,7184309
05-12-2024,HDFC,1486.47,1491.56,1462.75,1463.53,9850511
06-12-2024,HDFC,1485.27,1508.19,1461,1507.48,4061463
07-12-2024,HDFC,1520.97,1531.83,1499.09,1504.76,5355593
08-12-2024,HDFC,1504.46,1509.16,1489.84,1498.24,8066933
09-12-2024,HDFC,1477.77,1491.28,1456.17,1476.8,6470299
10-12-2024,HDFC,1491.93,1499.32,1471.66,1472.15,6722382
11-12-2024,HDFC,1457.56,1471.73,1445.44,1457.56,6730700
12-12-2024,HDFC,1483.26,1500.31,1480.13,1486.69,1953380
13-12-2024,HDFC,1458.44,1474.6,1455.92,1469.19,7738392
14-12-2024,HDFC,1495.31,1515.87,1488.26,1505.81,2383821
15-12-2024,HDFC,1484.57,1496.77,1482.75,1486.74,2687525
